"RowNumber","Institution Name","Main Office","Branch Name","Branch Number","Established Date","Acquired Date","Street Address","City","County","State","Zipcode","Latitude","Longitude","2010 Deposits","2011 Deposits","2012 Deposits","2013 Deposits","2014 Deposits","2015 Deposits","2016 Deposits"
"4724","JPMorgan Chase Bank","0","Oak Forest and W43rd St Branch","5108","1988-12-30","2008-09-25","1351 W 43rd","Houston","Harris","TX","77018","29.828189999999999","-95.434169999999995","92313","88873","88713","93599","101998","103639","111909"
"4725","JPMorgan Chase Bank","0","Uptown Park Branch","5109","1986-06-30","2008-09-25","5020 San Felipe","Houston","Harris","TX","77056","29.75027","-95.462519999999998","89280","98361","129930","157297","187726","202588","219690"
"4726","JPMorgan Chase Bank","0","South Gessner and 59s Branch","5110","1988-12-30","2008-09-25","8120 S. Gessner","Houston","Harris","TX","77036","29.69022","-95.534369999999996","71414","70399","71690","72147","76119","79779","84104"
"4727","JPMorgan Chase Bank","0","Voss Woodway Branch","5111","1937-12-21","2008-09-25","1405 S Voss Road","Houston","Harris","TX","77057","29.753029999999999","-95.501069999999999","79750","81038","83487","94394","101474","103035","113560"
"4728","JPMorgan Chase Bank","0","Memorial Branch","5112","1937-12-21","2008-09-25","13201 Memorial Dr","Houston","Harris","TX","77079","29.77261","-95.574219999999997","64657","68462","69389","74189","78263","88175","93065"
"4729","JPMorgan Chase Bank","0","Meyerland Branch","5117","1958-10-01","2008-09-25","8575 W. Loop South","Houston","Harris","TX","77096","29.68751","-95.458539999999999","97552","99894","108061","112177","123744","122157","125341"
"4730","JPMorgan Chase Bank","0","Greens Road Branch","5118","1958-10-01","2008-09-25","213 West Greens Road","Houston","Harris","TX","77067","29.948930000000001","-95.421170000000004","28657","29540","33440","35965","39265","45577","44220"
"4731","JPMorgan Chase Bank","0","Fondren Road and Bellport Branch","5121","1958-10-01","2008-09-25","11220 Fondren Road","Houston","Harris","TX","77096","29.657170000000001","-95.508589999999998","28093","29583","30243","29085","28744","31609","33676"
"4732","JPMorgan Chase Bank","0","Grogans Mill Branch","5122","1958-10-01","2008-09-25","2100 Buckthorne Place","The Woodlands","Montgomery","TX","77380","30.142600000000002","-95.469309999999993","58321","59562","67834","70052","81977","95676","100408"
"4733","JPMorgan Chase Bank","0","Little Road and I 20 Branch","5123","1985-06-30","2008-09-25","4500 Little Road","Arlington","Tarrant","TX","76016","32.674480000000003","-97.199389999999994","34235","34696","37371","38615","41257","48390","51471"
"4734","JPMorgan Chase Bank","0","Highway 6 and Longenbaugh Branch","5124","1986-06-30","2008-09-25","7755 Highway 6 North","Houston","Harris","TX","77095","29.890630000000002","-95.641620000000003","63553","62646","67016","68384","72630","77209","87959"
"4735","JPMorgan Chase Bank","0","Gold Dome Branch","5126","1990-05-14","2008-09-25","3120 Sw Freeway","Houston","Harris","TX","77098","29.730650000000001","-95.426050000000004","105937","108873","114230","126047","132866","138353","142223"
"4736","JPMorgan Chase Bank","0","El Camino Real Branch","5127","1963-01-01","2008-09-25","16802 El Camino Real","Houston","Harris","TX","77058","29.554449999999999","-95.12003","85684","87758","91488","95898","103993","107896","118148"
"4737","JPMorgan Chase Bank","0","Sagemont Branch","5128","1985-06-30","2008-09-25","10997 Scarsdale Blvd","Houston","Harris","TX","77089","29.586130000000001","-95.21217","51902","52902","60735","66882","73296","79191","90768"
"4738","JPMorgan Chase Bank","0","Meadow Central Branch","5130","1961-12-07","2008-09-25","10501 N. Central Expy","Dallas","Dallas","TX","75231","32.890360000000001","-96.769970000000001","38732","42444","52337","43023","45876","47724","50119"
"4739","JPMorgan Chase Bank","0","Redbird Branch","5132","1961-12-07","2008-09-25","3535 West Camp Wisdom","Dallas","Dallas","TX","75237","32.66236","-96.878079999999997","12101","12037","12003","13346","13846","15137","18163"
"4740","JPMorgan Chase Bank","0","Castle Hills Branch","5135","1985-06-30","2008-09-25","2323 N.W. Military Highway","San Antonio","Bexar","TX","78231","29.54364","-98.528869999999998","27242","24337","26310","25932","26282","26050","29162"
"4741","JPMorgan Chase Bank","0","North Josey and Rosemeade Branch","5137","1989-05-31","2008-09-25","3654 N. Josey Ln.","Carrollton","Denton","TX","75007","33.010599999999997","-96.886769999999999","43939","45218","46580","51514","54694","61559","65951"
"4742","JPMorgan Chase Bank","0","Brown Trail Branch","5138","1987-06-30","2008-09-25","2901 Brown Trail","Bedford","Tarrant","TX","76021","32.853250000000003","-97.15992","54713","57304","72692","71900","83088","94737","93159"
"4743","JPMorgan Chase Bank","0","Preston Forest Branch","5140","1932-01-01","2008-09-25","11611 Preston Forest Village","Dallas","Dallas","TX","75230","32.906709999999997","-96.804230000000004","62780","66932","77985","84549","79938","94435","103725"
"4744","JPMorgan Chase Bank","0","West 12th Street and S Admas Branch","5141","1932-01-01","2008-09-25","505 W 12th Street","Dallas","Dallas","TX","75208","32.741259999999997","-96.830569999999994","36418","35942","36974","38763","43471","46414","51035"
"4745","JPMorgan Chase Bank","0","Ferndale and Northwest Highway Branch","5144","1932-01-01","2008-09-25","8530 Ferndale Road","Dallas","Dallas","TX","75238","32.865009999999998","-96.710620000000006","39235","40737","43735","47988","48754","48878","54823"
"4746","JPMorgan Chase Bank","0","Prestonwood Branch","5147","1932-01-01","2008-09-25","6021 Campbell Road","Dallas","Dallas","TX","75248","32.983449999999998","-96.803730000000002","39326","40804","49391","54255","63510","92161","89650"
"4747","JPMorgan Chase Bank","0","Kingwood Towne Center Branch","5149","1993-10-15","2008-09-25","4420 Kingwood Dr.","Kingwood","Harris","TX","77339","30.049779999999998","-95.184889999999996","85680","97972","116755","127845","143359","166313","175630"
"4748","JPMorgan Chase Bank","0","1600 N. Plano Rd Branch","5151","1937-12-21","2008-09-25","1600 N. Plano Rd., Suite 2500","Richardson","Dallas","TX","75081","32.96808","-96.699690000000004","31657","33388","36887","39702","43653","45512","49539"
"4749","JPMorgan Chase Bank","0","Central and East 15th St Branch","5163","1997-12-15","2008-09-25","551 East 15th Street","Plano","Collin","TX","75074","33.019779999999997","-96.708150000000003","21771","21945","28435","29992","32583","37522","44917"
"4750","JPMorgan Chase Bank","0","Cross Timbers and Morriss Branch","5186","1998-09-17","2008-09-25","2211 Cross Timbers Road","Flower Mound","Denton","TX","75028","33.034399999999998","-97.062619999999995","42335","46336","51577","56729","62909","75002","81846"
"4751","JPMorgan Chase Bank","0","North Beach Branch","5188","1999-04-09","2008-09-25","4501 Western Center Boulevard","Fort Worth","Tarrant","TX","76137","32.861220000000003","-97.28989","24613","27115","30968","34942","37734","44185","50318"
"4752","JPMorgan Chase Bank","0","South Carrier Pkwy and I 20 Branch","5192","1998-10-19","2008-09-25","3980 South Carrier Parkway","Grand Prairie","Dallas","TX","75052","32.677140000000001","-97.006979999999999","29562","31386","37149","40211","42257","47824","56712"
"4753","JPMorgan Chase Bank","0","Montrose Boulevard Branch","5197","1998-12-28","2008-09-25","4313 Montrose Boulevard","Houston","Harris","TX","77006","29.734310000000001","-95.391130000000004","47898","56625","63562","83156","95224","103804","113256"
"4754","JPMorgan Chase Bank","0","River Oaks Branch","5198","1998-09-30","2008-09-25","1934 West Gray Street","Houston","Harris","TX","77019","29.75311","-95.404529999999994","57662","65691","71013","89768","105231","123184","135293"
"4755","JPMorgan Chase Bank","0","Valley Ranch Branch","5204","1999-06-14","2008-09-25","8585 North Macarthur Boulevard","Irving","Dallas","TX","75063","32.923279999999998","-96.956149999999994","37390","45654","54983","64749","79004","91352","109061"
"4756","JPMorgan Chase Bank","0","South Mason Road Branch","5206","1999-11-23","2008-09-25","1565 South Mason Road","Katy","Harris","TX","77450","29.75901","-95.751429999999999","74094","83210","91504","93805","128636","135089","149689"
"4757","JPMorgan Chase Bank","0","Aliso Branch","5226","1999-12-09","2008-09-25","26821 Aliso Creek Road","Aliso Viejo","Orange","CA","92656","33.57452","-117.7235","89447","102337","124302","140566","157800","181424","211756"
"4758","JPMorgan Chase Bank","0","Lone Tree Branch","5227","1999-09-20","2008-09-25","4300 Lone Tree Way","Antioch","Contra Costa","CA","94531","37.967570000000002","-121.78487","56296","58083","61433","63281","64079","67207","71942"
"4759","JPMorgan Chase Bank","0","Fairfield Branch","5228","2000-05-01","2008-09-25","5095 Business Center Drive","Fairfield","Solano","CA","94534","38.216459999999998","-122.14465","49069","51287","59837","58029","64634","74155","83023"
"4760","JPMorgan Chase Bank","0","Scripps Poway Branch","5229","2000-06-05","2008-09-25","10541 Scripps Poway Parkway","San Diego","San Diego","CA","92131","32.937249999999999","-117.10111999999999","77096","83063","94517","105373","111643","128110","148586"
"4761","JPMorgan Chase Bank","0","Vacaville Branch","5230","1999-09-13","2008-09-25","2011 Harbison Avenue, Suite A","Vacaville","Solano","CA","95687","38.361980000000003","-121.96343","46559","45193","46097","47988","54233","57418","65208"
"4762","JPMorgan Chase Bank","0","Eighty Sixth St and 19th Branch","5233","1929-09-20","2008-09-25","1901 86th Street","Brooklyn","Kings","NY","11214","40.605960000000003","-74.000389999999996","195770","190571","188539","203894","213179","218663","236990"
"4763","JPMorgan Chase Bank","0","Flatbush Branch","5235","1932-10-08","2008-09-25","1101 Avenue J","Brooklyn","Kings","NY","11230","40.624809999999997","-73.96481","168325","166328","178360","202206","225287","246898","282050"
"4764","JPMorgan Chase Bank","0","Walt Whitman Branch","5238","1976-03-19","2008-09-25","150 Walt Whitman Road","Huntington Station","Suffolk","NY","11746","40.825279999999999","-73.412170000000003","138470","138693","142428","142795","142998","145321","217044"
"4765","JPMorgan Chase Bank","0","Miller Place Branch","5240","1980-07-01","2008-09-25","385 Route 25a Suite 5","Miller Place","Suffolk","NY","11764","40.941630000000004","-72.988699999999994","80437","85419","97779","99300","97617","102429","116923"
"4766","JPMorgan Chase Bank","0","New City Branch","5244","1973-12-27","2008-09-25","102 South Main Street","New City","Rockland","NY","10956","41.143839999999997","-73.990080000000006","90135","83165","86344","87117","85517","85694","85607"
"4767","JPMorgan Chase Bank","0","Huntington Square Mall Branch","5246","1980-09-27","2008-09-25","17 Huntington Square Mall","East Northport","Suffolk","NY","11731","40.840179999999997","-73.314689999999999","139273","132337","124736","120264","155803","157482","170191"
"4768","JPMorgan Chase Bank","0","Fulton and Bond St Branch","5250","1983-04-12","2008-09-25","490 Fulton St","Brooklyn","Kings","NY","11201","40.690060000000003","-73.98312","201285","188858","181469","184374","190112","192304","209622"
"4769","JPMorgan Chase Bank","0","Franklin Gate Branch","5251","1983-06-24","2008-09-25","654 Franklin Avenue","Franklin Square","Nassau","NY","11010","40.69059","-73.685109999999995","133178","130207","131174","135692","125677","130902","138980"
"4770","JPMorgan Chase Bank","0","Sunrise Mall Branch","5254","1988-02-13","2008-09-25","6 Carmans Rd","Massapequa","Nassau","NY","11758","40.680599999999998","-73.431870000000004","115827","107815","105013","107495","105147","103131","109082"
"4771","JPMorgan Chase Bank","0","Kings Highway Branch","5256","1993-10-01","2008-09-25","1521 Kings Highway","Brooklyn","Kings","NY","11229","40.609070000000003","-73.957689999999999","81139","80286","83366","89712","98321","106781","115215"
"4772","JPMorgan Chase Bank","0","Fifth Ave and 54th Branch","5257","1868-01-01","2008-09-25","5323 Fifth Avenue","Brooklyn","Kings","NY","11220","40.643259999999998","-74.012140000000002","104145","107036","111740","123807","131710","137438","151407"
"4773","JPMorgan Chase Bank","0","Thirteenth Ave and 48th St Branch","5258","1923-01-01","2008-09-25","4724 13th Avenue (48th Street)","Brooklyn","Kings","NY","11219","40.636040000000001","-73.991169999999997","182630","175126","194780","216559","250726","291515","340561"
"4774","JPMorgan Chase Bank","0","Old Country Rd and Cherry Ln Branch","5259","1966-11-25","2008-09-25","400 Old Country Road","Carle Place","Nassau","NY","11514","40.745040000000003","-73.604820000000004","83207","78699","78779","77555","82150","90589","96379"
"4775","JPMorgan Chase Bank","0","Hylan Plaza Branch","5260","1967-11-24","2008-09-25","2626 Hylan Boulevard","Staten Island","Richmond","NY","10306","40.56785","-74.112210000000005","104431","99369","100168","101158","97180","99773","100598"
"4776","JPMorgan Chase Bank","0","Grand St and Graham Branch","5261","1969-10-01","2008-09-25","726 Grand Street","Brooklyn","Kings","NY","11211","40.711599999999997","-73.943830000000005","71555","74717","86403","88198","97808","113396","120796"
"4777","JPMorgan Chase Bank","0","Liberty Ave and Drew St Branch","5262","1956-11-29","2008-09-25","1240 Liberty Avenue","Brooklyn","Kings","NY","11208","40.679009999999998","-73.863489999999999","98613","98151","103684","112318","122717","134721","149010"
"4778","JPMorgan Chase Bank","0","Ralph Ave and Ave N Branch","5263","1960-09-19","2008-09-25","2401 Ralph Avenue","Brooklyn","Kings","NY","11234","40.619529999999997","-73.917190000000005","158999","160105","166255","184679","191458","203432","217965"
"4779","JPMorgan Chase Bank","0","Broadway Hewlett Branch","5264","1967-03-28","2008-09-25","1304 Broadway","Hewlett","Nassau","NY","11557","40.639380000000003","-73.700500000000005","107931","105566","265147","280766","282461","306828","328494"
"4780","JPMorgan Chase Bank","0","Carnegie Hill Branch","5265","1972-12-27","2008-09-25","1221 Madison Avenue (88th Street)","New York City","New York","NY","10128","40.783299999999997","-73.954790000000003","52264","63463","66876","77345","87884","101962","112207"
"4781","JPMorgan Chase Bank","0","North Village Ave and Randall Branch","5269","1978-06-28","2008-09-25","120 North Village Avenue","Rockville Centre","Nassau","NY","11570","40.660589999999999","-73.648169999999993","71479","74344","82101","86508","92703","93494","99651"
"4782","JPMorgan Chase Bank","0","Upper Broadway Branch","5270","1980-12-30","2008-09-25","2438 Broadway (90th Street)","New York City","New York","NY","10024","40.790759999999999","-73.974419999999995","120808","127357","145155","159245","170838","192000","222098"
"4783","JPMorgan Chase Bank","0","Richmond Avenue Branch","5271","1980-12-30","2008-09-25","2845 Richmond Avenue","Staten Island","Richmond","NY","10314","40.57647","-74.169560000000004","76140","74510","83904","91454","103340","116549","136619"
"4784","JPMorgan Chase Bank","0","Staten Island Mall Branch","5272","1980-12-30","2008-09-25","2655 Richmond Avenue","Staten Island","Richmond","NY","10314","40.580910000000003","-74.169079999999994","115586","117277","117681","127653","130135","133594","144978"
"4785","JPMorgan Chase Bank","0","Greenlawn Branch","5273","1980-12-30","2008-09-25","80 Broadway","Greenlawn","Suffolk","NY","11740","40.868270000000003","-73.364769999999993","95518","90608","94249","96817","99054","97318","100609"
"4786","JPMorgan Chase Bank","0","Selden Branch","5274","1980-12-30","2008-09-25","295 Middle Country Road, #115","Selden","Suffolk","NY","11784","40.867789999999999","-73.026129999999995","58121","58450","57977","60994","64913","70262","73233"
"4787","JPMorgan Chase Bank","0","Merrick Rd and Millang Branch","5276","1980-12-30","2008-09-25","1696 Merrick Road","Merrick","Nassau","NY","11566","40.657130000000002","-73.547899999999998","86775","81610","84794","87949","92487","96567","107203"
"4788","JPMorgan Chase Bank","0","Sunrise Hwy and Grand Branch","5277","1980-12-30","2008-09-25","676 Sunrise Highway","Baldwin","Nassau","NY","11510","40.656239999999997","-73.611109999999996","49523","44645","45315","49094","52162","53518","54520"
"4789","JPMorgan Chase Bank","0","Queens Blvd and 63rd Ave Branch","5278","1980-12-30","2008-09-25","95-38 Queens Boulevard","Rego Park","Queens","NY","11374","40.726390000000002","-73.86148","47130","46562","51164","58109","69245","75817","86187"
"4790","JPMorgan Chase Bank","0","River Rd and Tower Dr Branch","5279","1919-01-01","2008-09-25","950 River Road","Edgewater","Bergen","NJ","7020","40.827370000000002","-73.973299999999995","60645","62922","73468","79549","107409","146355","154517"
"4791","JPMorgan Chase Bank","0","Hackettstown Branch","5280","1919-01-01","2008-09-25","227 Mountain Avenue","Hackettstown","Warren","NJ","7840","40.842280000000002","-74.824010000000001","32949","50732","54125","55145","65823","64510","71504"
"4792","JPMorgan Chase Bank","0","Sparta Branch","5281","1919-01-01","2008-09-25","27 Sparta Avenue","Sparta","Sussex","NJ","7871","41.036819999999999","-74.638059999999996","61028","102216","105821","110913","114904","124504","137488"
"4793","JPMorgan Chase Bank","0","Bayonne 30th St Branch","5282","1919-01-01","2008-09-25","650 Broadway","Bayonne","Hudson","NJ","7002","40.669289999999997","-74.113680000000002","62211","57038","63175","66019","69429","73668","81416"
"4794","JPMorgan Chase Bank","0","Morris Plains Branch","5283","1919-01-01","2008-09-25","599 Speedwell Avenue","Morris Plains","Morris","NJ","7950","40.826909999999998","-74.479740000000007","56605","55416","54984","184077","191289","198905","212514"
"4795","JPMorgan Chase Bank","0","Nutley Center St Branch","5284","1919-01-01","2008-09-25","351 Centre St.","Nutley","Essex","NJ","7110","40.814300000000003","-74.160769999999999","116410","107756","109445","115854","121144","124600","150074"
"4796","JPMorgan Chase Bank","0","Somerset Easton Ave Branch","5285","1919-01-01","2008-09-25","940 Easton Avenue","Somerset","Somerset","NJ","8873","40.513170000000002","-74.486099999999993","72992","73492","81138","88810","90500","96031","105819"
"4797","JPMorgan Chase Bank","0","Deal Branch","5286","1919-01-01","2008-09-25","50 Atlantic Ave.","Deal","Monmouth","NJ","7723","40.23986","-74.005139999999997","42916","42359","43508","51811","66244","74478","78858"
"4798","JPMorgan Chase Bank","0","Old Bridge Branch","5287","1919-01-01","2008-09-25","20 Bushnell Road","Old Bridge","Middlesex","NJ","8857","40.400970000000001","-74.311970000000002","70877","109778","105761","116157","124132","132890","135739"
"4799","JPMorgan Chase Bank","0","Avenel Branch","5288","1919-01-01","2008-09-25","1342 St. Georges Avenue","Avenel","Middlesex","NJ","7001","40.584449999999997","-74.292720000000003","89958","91984","88780","94738","93102","98858","112745"
"4800","JPMorgan Chase Bank","0","Piscataway Branch","5290","1919-01-01","2008-09-25","233 Stelton Road","Piscataway","Middlesex","NJ","8854","40.567270000000001","-74.456530000000001","55769","53679","60149","64394","72337","79927","87007"
"4801","JPMorgan Chase Bank","0","Spotswood Englishtown Rd Branch","5291","1919-01-01","2008-09-25","365 Spotswood-Englishtown Road (Monroe)","Monroe","Middlesex","NJ","8831","40.374459999999999","-74.388760000000005","61507","61080","55564","58511","66407","68003","72680"
"4802","JPMorgan Chase Bank","0","Wayne Valley Road Branch","5292","1919-01-01","2008-09-25","1401 Valley Road","Wayne","Passaic","NJ","7470","40.959180000000003","-74.225890000000007","189877","186352","192544","206548","214454","216925","238942"
"4803","JPMorgan Chase Bank","0","Route 4 Elmwood Park Branch","5293","1919-01-01","2008-09-25","100 Broadway (Elmwood Pk)","Elmwood Park","Bergen","NJ","7407","40.918950000000002","-74.125519999999995","72176","68208","66234","66067","65224","66810","67563"
"4804","JPMorgan Chase Bank","0","Brighton East Branch","5295","1942-06-20","2008-09-25","1002 Brighton Beach Avenue","Brooklyn","Kings","NY","11235","40.577919999999999","-73.959450000000004","138570","138941","147524","152279","153927","170498","182742"
"4805","JPMorgan Chase Bank","0","Nostrand Branch","5296","1866-06-30","2008-09-25","1462 Nostrand Avenue","Brooklyn","Kings","NY","11226","40.650550000000003","-73.949619999999996","95119","89365","89597","93970","96164","104420","108298"
"4806","JPMorgan Chase Bank","0","Graham Ave and Broadway Branch","5297","1866-06-30","2008-09-25","12 Graham Avenue","Brooklyn","Kings","NY","11206","40.701259999999998","-73.942160000000001","75933","72045","79768","82847","87159","92198","97963"
"4807","JPMorgan Chase Bank","0","Marlboro Branch","5298","1958-05-24","2008-09-25","290 Avenue X","Brooklyn","Kings","NY","11223","40.590260000000001","-73.972319999999996","134709","134701","140892","152443","160653","171635","191905"
"4808","JPMorgan Chase Bank","0","Sunnyside Branch","5299","1963-12-18","2008-09-25","4610 Queens Blvd.","Sunnyside","Queens","NY","11104","40.742959999999997","-73.918279999999996","152318","148672","153678","165485","179970","189681","194854"
"4809","JPMorgan Chase Bank","0","Woodbury Rd and W Gate Branch","5300","1961-09-28","2008-09-25","404 Woodbury Road","Plainview","Nassau","NY","11803","40.783459999999998","-73.502189999999999","183692","195313","199066","224193","225193","235583","266775"
"4810","JPMorgan Chase Bank","0","Maspeth Branch","5302","1975-09-26","2008-09-25","6955 Grand Avenue","Maspeth","Queens","NY","11378","40.72681","-73.893960000000007","63044","59858","60868","63033","64865","71833","74475"
"4811","JPMorgan Chase Bank","0","Canal St and Baxter Branch","5303","1977-11-23","2008-09-25","221 Canal Street","New York City","New York","NY","10013","40.717469999999999","-73.999080000000006","111511","122137","137706","173488","209082","231299","275429"
"4812","JPMorgan Chase Bank","0","Bay Ridge Branch","5304","1933-09-01","2008-09-25","7427 Fifth Avenue","Brooklyn","Kings","NY","11209","40.630070000000003","-74.022319999999993","361780","352659","378634","403761","427116","433473","460964"
"4813","JPMorgan Chase Bank","0","Park Avenue Branch","5305","1990-10-15","2008-09-25","510 Park Avenue","New York City","New York","NY","10022","40.763359999999999","-73.969610000000003","60794","61865","78820","111909","108844","111568","131018"
"4814","JPMorgan Chase Bank","0","Stadium Branch","5307","1996-02-12","2008-09-25","75 East 161 Street","Bronx","Bronx","NY","10451","40.827770000000001","-73.924980000000005","48225","44979","42078","45351","43539","44473","176198"
"4815","JPMorgan Chase Bank","0","Green Acres West Branch","5308","1984-07-01","2008-09-25","1200 West Walk (Green Acres Mall)","Valley Stream","Nassau","NY","11582","40.661999999999999","-73.702730000000003","278217","277993","265686","276121","272939","278431","297047"
"4816","JPMorgan Chase Bank","0","Canarsie Branch","5311","1890-01-01","2008-09-25","1764 Rockaway Parkway","Brooklyn","Kings","NY","11236","40.638710000000003","-73.895240000000001","76223","78067","81548","91057","91267","94268","103457"
"4817","JPMorgan Chase Bank","0","Greenwich Village Branch","5313","1890-01-01","2008-09-25","340 Avenue Of The Americas","New York City","New York","NY","10011","40.731819999999999","-74.000799999999998","77867","83547","90477","100261","119738","129656","146227"
"4818","JPMorgan Chase Bank","0","187-15 Union Turnpike Branch","5314","1890-01-01","2008-09-25","18715 Union Turnpike","Flushing","Queens","NY","11366","40.72916","-73.781480000000002","76557","70786","73655","84982","92429","101184","167383"
"4819","JPMorgan Chase Bank","0","Paterson Branch","5317","1922-01-01","2008-09-25","1117 Main St #19","Paterson","Passaic","NJ","7503","40.890560000000001","-74.155339999999995","40771","36831","35628","37145","38487","40480","42827"
"4820","JPMorgan Chase Bank","0","Ramsey North Spruce Branch","5318","1890-01-01","2008-09-25","18 North Spruce St","Ramsey","Bergen","NJ","7446","41.058199999999999","-74.140270000000001","24628","25814","29024","30224","33535","41820","47428"
"4821","JPMorgan Chase Bank","0","Woodland Park Branch","5319","1991-04-19","2008-09-25","989 Mcbride Avenue","Woodland Park","Passaic","NJ","7424","40.893239999999999","-74.205349999999996","60945","56230","64030","69223","70834","76891","81283"
"4822","JPMorgan Chase Bank","0","Haledon Branch","5320","1926-01-01","2008-09-25","396 Haledon Avenue","Haledon","Passaic","NJ","7508","40.937519999999999","-74.181640000000002","51489","79410","77021","78788","81127","84605","89030"
"4823","JPMorgan Chase Bank","0","Totowa Union Blvd Branch","5321","1926-01-01","2008-09-25","169 Union Blvd","Totowa","Passaic","NJ","7512","40.907780000000002","-74.206140000000005","38560","36247","36147","37199","48636","46239","41678"
"4824","JPMorgan Chase Bank","0","Haworth Branch","5324","1927-01-01","2008-09-25","139 Terrace Street","Haworth","Bergen","NJ","7641","40.958469999999998","-73.989490000000004","28472","31757","36995","34812","38929","43636","47405"
"4825","JPMorgan Chase Bank","0","Fairview Branch","5325","1999-05-22","2008-09-25","153 Bergen Blvd","Fairview","Bergen","NJ","7022","40.816319999999997","-74.00224","22591","22162","23525","25528","27420","28334","29788"
"4826","JPMorgan Chase Bank","0","Holbrook Branch","5326","1988-10-01","2008-09-25","991 Main Street","Holbrook","Suffolk","NY","11741","40.808489999999999","-73.075540000000004","51611","51197","55979","61443","66004","72593","84886"
"4827","JPMorgan Chase Bank","0","Sayville Branch","5327","1899-03-26","2008-09-25","131 Main Street","Sayville","Suffolk","NY","11782","40.735120000000002","-73.08408","90852","90768","98321","101312","107781","143499","155070"
"4828","JPMorgan Chase Bank","0","Bayport Branch","5329","1962-01-31","2008-09-25","925 Montauk Highway","Bayport","Suffolk","NY","11705","40.748849999999997","-73.046379999999999","73649","98730","76009","83167","85175","97994","103421"
"4829","JPMorgan Chase Bank","0","Yaphank Branch","5331","1976-06-26","2008-09-25","128 Main Street","Yaphank","Suffolk","NY","11980","40.83784","-72.924180000000007","41310","41471","40949","44208","46319","48310","53356"
"4830","JPMorgan Chase Bank","0","Three Village Branch","5332","1980-10-18","2008-09-25","430 Route 25a","East Setauket","Suffolk","NY","11733","40.935360000000003","-73.110770000000002","54004","55982","57554","63067","71320","81685","94190"
"4831","JPMorgan Chase Bank","0","Port Jefferson Branch","5334","1986-02-14","2008-09-25","60 North Country Road","Port Jefferson","Suffolk","NY","11777","40.93797","-73.054169999999999","48011","47322","51135","51550","54978","57476","63194"
"4832","JPMorgan Chase Bank","0","Massapequa Branch","5337","1923-01-01","2008-09-25","4210 Sunrise Highway","Massapequa","Nassau","NY","11758","40.675319999999999","-73.476389999999995","99789","94405","89926","93709","92085","91580","98301"
"4833","JPMorgan Chase Bank","0","Bellmore Ave and Peach Branch","5338","1934-01-01","2008-09-25","501 Bellmore Avenue","East Meadow","Nassau","NY","11554","40.705219999999997","-73.56841","99734","101764","106967","112255","120893","117609","129143"
"4834","JPMorgan Chase Bank","0","Copiague Branch","5339","1934-01-01","2008-09-25","895 Merrick Road","Copiague","Suffolk","NY","11726","40.668880000000001","-73.393389999999997","85100","78042","77207","83384","83213","86851","139193"
"4835","JPMorgan Chase Bank","0","Hempstead Tpke and Randal Branch","5340","1934-01-01","2008-09-25","4276 Hempstead Turnpike","Bethpage","Nassau","NY","11714","40.725630000000002","-73.479159999999993","60564","57435","55010","57454","60542","61828","65846"
"4836","JPMorgan Chase Bank","0","Shirley William Floyd Plaza Branch","5342","1934-01-01","2008-09-25","425 William Floyd Parkway","Shirley","Suffolk","NY","11967","40.780610000000003","-72.865080000000006","44675","47617","50859","53270","53082","54960","62708"
"4837","JPMorgan Chase Bank","0","Hempstead Branch","5343","1889-01-01","2008-09-25","49 North Franklin Street","Hempstead","Nassau","NY","11550","40.707160000000002","-73.626829999999998","41147","41873","43346","48622","48457","54833","63207"
"4838","JPMorgan Chase Bank","0","New Hyde Park Branch","5344","1949-01-01","2008-09-25","350 Hillside Avenue","New Hyde Park","Nassau","NY","11040","40.74091","-73.697429999999997","92275","93613","94488","97360","105336","121436","124939"
"4839","JPMorgan Chase Bank","0","Lindenhurst Branch","5345","1934-01-01","2008-09-25","655 North Wellwood Avenue","Lindenhurst","Suffolk","NY","11757","40.70138","-73.384519999999995","44413","45081","44581","49243","50215","88402","93751"
"4840","JPMorgan Chase Bank","0","Riverhead Branch","5346","1934-01-01","2008-09-25","655 Old Country Road, Route 58","Riverhead","Suffolk","NY","11901","40.934910000000002","-72.665130000000005","36424","35544","33779","37630","39245","39762","46400"
"4841","JPMorgan Chase Bank","0","Islandia Branch","5348","1990-03-19","2008-09-25","1455 Veterans Highway","Islandia","Suffolk","NY","11749","40.812130000000003","-73.188770000000005","35283","37104","37740","43874","43710","51284","49415"
"4842","JPMorgan Chase Bank","0","South Bristol Street Branch","5351","1999-05-10","2008-09-25","2407 South Bristol Street","Santa Ana","Orange","CA","92704","33.714559999999999","-117.88527000000001","11154","15475","20733","23888","26591","30489","37644"
"4843","JPMorgan Chase Bank","0","First and Broadway Branch","5354","1999-05-10","2008-09-25","101 West Broadway","San Diego","San Diego","CA","92101","32.715629999999997","-117.16426","90597","95236","94623","95752","103250","125006","136296"
"4844","JPMorgan Chase Bank","0","Whitney Ranch Branch","5358","2000-04-15","2008-09-25","637 North Stephanie Street, Suite B7","Henderson","Clark","NV","89014","36.066479999999999","-115.04627000000001","32290","33124","37140","40967","42704","41746","46166"
"4845","JPMorgan Chase Bank","0","Buffalo Branch","5359","2000-08-28","2008-09-25","3955 South Buffalo Drive","Las Vegas","Clark","NV","89147","36.11703","-115.26106","31684","33377","39170","41375","44325","49981","56158"
